state_region,city_tier,employment_type,monthly_income_inr,age,loan_amount_inr,loan_tenure_months,loan_purpose,existing_emis_inr,credit_score,prior_defaults,active_loans,bank_account_age_years,digital_payment_score,residential_status,collateral_type,dependents,delinquency_30dpd_last_12m,debt_to_income_pct,loan_to_income_ratio,defaulted
North,Tier 2,Self-employed,17900,39,352000,60,Personal,3700,610,0,1,8.3,63,Owned,None,3,0,23.8,1.64,0
South,Tier 2,Business owner,27000,42,366000,36,Consumer durable,17400,669,0,0,12.4,74,Owned,None,1,0,68.0,1.13,0
Central,Tier 2,Gig/Contract,23600,22,682000,48,Consumer durable,6300,626,0,1,6.5,31,Family owned,None,2,0,32.4,2.41,1
West,Tier 1,Salaried,43000,55,242000,84,Education,7000,683,0,0,0.5,73,Owned,None,1,0,16.9,0.47,0
East,Tier 2,Salaried,31900,28,503000,24,Business,3700,802,0,0,6.2,59,Rented,Property,2,0,17.8,1.31,0
West,Metro,Business owner,101900,21,153000,60,Personal,16800,778,0,0,8.6,81,Rented,Vehicle,1,0,16.7,0.13,0
West,Metro,Business owner,17800,32,338000,6,Education,6300,726,0,2,6.2,58,Family owned,None,1,0,65.5,1.58,0
South,Tier 3/Rural,Salaried,22300,21,139000,12,Personal,1400,587,0,2,4.5,83,Family owned,None,1,0,11.2,0.52,0
South,Tier 2,Gig/Contract,48300,25,151000,24,Personal,5500,726,0,1,9.6,40,Family owned,Vehicle,0,0,12.6,0.26,0
South,Tier 3/Rural,Salaried,56200,62,223000,24,Consumer durable,19900,533,1,2,1.4,67,Rented,None,3,0,37.0,0.33,1
North,Tier 3/Rural,Salaried,12000,32,92000,24,Personal,1300,448,1,3,6.1,50,Owned,None,1,2,13.9,0.64,0
Central,Tier 2,Gig/Contract,16200,22,259000,24,Business,2600,723,0,1,4.7,58,Rented,None,1,1,22.4,1.33,0
South,Tier 3/Rural,Self-employed,36500,36,171000,24,Two-wheeler,3100,624,0,1,3.0,100,Owned,None,0,0,10.3,0.39,0
West,Tier 1,Salaried,88900,27,57000,48,Two-wheeler,17100,735,0,4,7.0,50,Rented,None,2,0,19.4,0.05,0
East,Metro,Business owner,119200,45,155000,18,Two-wheeler,50600,691,0,2,13.3,60,Company provided,None,1,0,43.1,0.11,0
East,Metro,Business owner,33600,27,167000,18,Two-wheeler,14500,607,0,2,3.4,46,Rented,Property,2,2,45.8,0.41,0
South,Metro,Salaried,38400,39,364000,36,Business,1800,819,0,1,8.4,61,Rented,None,2,0,7.2,0.79,0
South,Metro,Self-employed,26600,25,252000,36,Consumer durable,8100,708,0,0,7.7,64,Rented,Property,0,0,33.0,0.79,0
Northeast,Tier 1,Gig/Contract,59800,62,535000,48,Education,17000,547,1,0,2.7,54,Family owned,Vehicle,1,1,30.2,0.75,0
West,Tier 2,Self-employed,97800,41,293000,18,Consumer durable,3400,564,1,1,7.6,95,Rented,None,1,1,5.1,0.25,0
East,Tier 3/Rural,Unemployed,84200,35,146000,6,Business,4100,672,0,1,4.9,88,Rented,None,3,0,7.6,0.14,0
Central,Tier 2,Self-employed,41500,33,201000,60,Business,13300,670,0,0,4.0,50,Owned,None,0,1,32.8,0.4,0
East,Metro,Salaried,26600,30,167000,6,Personal,500,433,1,1,3.9,82,Rented,Vehicle,2,6,11.8,0.52,0
North,Tier 2,Salaried,42400,28,287000,36,Personal,5400,659,0,2,19.8,58,Owned,None,4,0,14.5,0.56,0
West,Tier 1,Gig/Contract,90200,28,217000,18,Medical,19000,707,0,2,1.9,45,Rented,Property,0,0,22.3,0.2,1
North,Metro,Unemployed,33900,53,139000,24,Business,400,516,1,1,10.9,54,Family owned,Gold,1,1,2.8,0.34,0
West,Tier 1,Salaried,15500,30,210000,48,Two-wheeler,2300,854,0,1,5.3,44,Owned,Gold,2,1,17.5,1.13,0
Northeast,Tier 1,Salaried,34600,21,282000,24,Medical,6100,685,0,2,3.2,84,Rented,None,4,0,20.9,0.68,0
West,Tier 1,Gig/Contract,36200,24,109000,12,Two-wheeler,7300,707,0,1,4.6,51,Owned,Gold,1,1,22.5,0.25,1
South,Tier 3/Rural,Salaried,15500,45,257000,36,Home improvement,1900,760,0,2,11.4,90,Owned,Gold,2,0,16.6,1.38,1
North,Tier 2,Salaried,47900,33,75000,6,Two-wheeler,3700,703,0,1,11.7,70,Owned,Gold,2,1,10.2,0.13,0
Northeast,Tier 2,Business owner,55700,35,429000,18,Consumer durable,16300,721,0,2,3.1,60,Owned,None,1,2,33.3,0.64,0
North,Metro,Gig/Contract,117400,48,294000,24,Two-wheeler,28000,772,0,2,7.5,58,Company provided,Gold,2,0,24.8,0.21,0
North,Tier 3/Rural,Business owner,20300,28,603000,24,Personal,2500,784,0,0,7.2,99,Company provided,None,2,0,24.1,2.48,0
South,Tier 2,Self-employed,63100,42,101000,36,Business,1200,766,0,0,5.1,67,Family owned,Gold,4,1,2.3,0.13,0
North,Metro,Salaried,71800,29,437000,24,Personal,6200,632,0,0,7.9,58,Rented,Gold,2,0,11.0,0.51,0
South,Tier 2,Business owner,56200,42,384000,24,Consumer durable,17700,747,0,0,9.0,82,Family owned,None,2,1,34.2,0.57,0
West,Tier 2,Salaried,24300,32,186000,18,Business,4600,702,0,1,3.0,78,Family owned,Vehicle,2,1,23.0,0.64,0
South,Tier 1,Salaried,23500,34,164000,60,Personal,2200,493,1,0,1.7,49,Rented,None,0,3,10.5,0.58,0
North,Metro,Business owner,44500,44,103000,6,Personal,14300,900,0,2,2.7,67,Owned,Gold,2,1,35.8,0.19,0
North,Tier 2,Self-employed,44300,43,87000,60,Consumer durable,11400,596,0,5,4.6,34,Family owned,Gold,0,1,26.0,0.16,0
South,Metro,Business owner,31000,34,128000,18,Business,5400,746,0,1,5.1,66,Company provided,Gold,2,0,19.6,0.34,0
North,Metro,Salaried,85900,31,92000,18,Consumer durable,2900,561,1,0,9.6,73,Owned,Vehicle,2,3,3.9,0.09,0
West,Metro,Business owner,33800,52,590000,36,Personal,5600,599,1,2,5.6,75,Rented,None,3,1,21.2,1.45,0
North,Tier 3/Rural,Self-employed,14900,42,79000,24,Consumer durable,1600,634,0,0,4.6,49,Rented,None,3,0,12.8,0.44,0
South,Tier 1,Self-employed,37300,32,230000,36,Education,11600,752,0,3,1.7,54,Rented,Gold,1,0,32.7,0.51,0
South,Tier 1,Business owner,54900,29,277000,60,Business,11200,616,0,0,11.2,71,Family owned,None,2,1,21.2,0.42,0
South,Tier 1,Salaried,50900,46,264000,48,Two-wheeler,13900,717,0,0,3.1,90,Rented,None,1,1,28.3,0.43,0
North,Tier 3/Rural,Gig/Contract,50700,37,279000,24,Personal,37400,715,0,2,11.7,69,Family owned,None,1,0,75.9,0.46,0
North,Tier 2,Self-employed,96000,34,387000,36,Consumer durable,15600,692,0,1,4.3,57,Family owned,None,0,0,17.3,0.34,0
Central,Tier 3/Rural,Gig/Contract,22900,37,156000,24,Consumer durable,2100,596,1,0,2.8,84,Owned,Fixed deposit,0,1,11.9,0.57,0
North,Tier 1,Business owner,33400,39,221000,48,Two-wheeler,4200,847,0,0,5.9,69,Family owned,None,3,0,13.9,0.55,0
West,Metro,Self-employed,98700,35,173000,12,Consumer durable,52200,753,0,3,3.5,70,Family owned,None,4,0,54.3,0.15,0
West,Tier 2,Salaried,14300,48,487000,6,Personal,2300,734,0,1,4.9,81,Rented,Property,2,1,70.0,2.84,0
South,Tier 1,Salaried,41000,49,818000,24,Personal,5500,785,0,1,5.8,65,Rented,Fixed deposit,0,0,21.3,1.66,0
South,Tier 3/Rural,Business owner,82900,41,96000,12,Personal,19100,731,0,0,9.0,50,Family owned,None,0,0,24.0,0.1,0
East,Tier 3/Rural,Unemployed,82300,50,56000,36,Two-wheeler,3400,729,0,0,15.3,64,Rented,Property,0,0,4.3,0.06,0
Central,Tier 1,Unemployed,60700,36,303000,12,Personal,27100,558,0,0,4.0,87,Owned,None,3,2,48.6,0.42,0
South,Tier 3/Rural,Salaried,61500,43,419000,6,Two-wheeler,9200,900,0,2,6.3,100,Owned,Vehicle,1,0,25.7,0.57,0
South,Tier 2,Salaried,23800,46,746000,36,Personal,5900,668,0,3,2.4,45,Owned,None,3,2,33.1,2.61,0
South,Tier 1,Gig/Contract,89800,46,338000,24,Home improvement,18800,900,0,2,8.1,96,Rented,None,1,1,22.4,0.31,0
South,Tier 2,Gig/Contract,21800,45,518000,60,Medical,8800,869,0,1,6.5,60,Owned,None,2,0,44.1,1.98,0
West,Metro,Salaried,22500,42,615000,12,Business,16800,697,0,0,1.6,67,Rented,Gold,2,0,96.3,2.28,0
North,Tier 3/Rural,Self-employed,52200,56,542000,12,Personal,12700,760,0,2,6.8,98,Rented,None,0,0,32.5,0.87,0
South,Metro,Salaried,32200,31,371000,6,Home improvement,5500,737,0,0,3.4,60,Family owned,None,2,0,35.3,0.96,0
Central,Tier 1,Self-employed,47300,34,91000,24,Personal,17900,805,0,0,4.9,62,Rented,Gold,3,0,38.6,0.16,0
North,Tier 2,Salaried,53500,34,208000,12,Home improvement,6700,738,0,1,13.2,55,Family owned,None,0,0,15.6,0.32,0
South,Metro,Salaried,112200,32,254000,48,Business,26300,826,0,0,1.9,68,Family owned,Property,0,0,23.9,0.19,0
East,Metro,Salaried,53600,21,196000,6,Two-wheeler,3100,596,0,1,8.6,73,Owned,None,2,0,11.6,0.3,0
North,Tier 2,Business owner,30000,50,204000,60,Personal,4400,664,0,0,3.0,55,Rented,None,4,0,15.7,0.57,0
North,Metro,Gig/Contract,61200,26,579000,24,Medical,7700,534,1,0,2.7,93,Owned,None,4,2,16.3,0.79,0
North,Tier 1,Business owner,26700,38,128000,36,Consumer durable,6900,632,0,0,3.8,54,Family owned,None,0,1,27.1,0.4,0
Central,Tier 1,Self-employed,69700,22,351000,12,Business,20200,594,0,1,2.5,76,Rented,None,2,0,33.0,0.42,0
North,Tier 1,Salaried,43700,42,257000,12,Consumer durable,11300,766,0,2,17.4,67,Owned,None,3,1,30.5,0.49,1
North,Metro,Salaried,52600,28,120000,18,Consumer durable,5000,487,1,0,1.7,89,Owned,Gold,3,3,10.7,0.19,0
North,Tier 2,Self-employed,15800,25,104000,24,Personal,1000,659,0,0,2.3,53,Rented,None,0,0,8.9,0.55,0
North,Tier 3/Rural,Salaried,12200,38,69000,24,Home improvement,2100,753,0,5,1.4,77,Family owned,None,4,1,19.5,0.47,0
West,Metro,Gig/Contract,18500,29,287000,18,Two-wheeler,1300,788,0,0,3.3,100,Family owned,Vehicle,3,1,15.2,1.29,0
South,Tier 3/Rural,Gig/Contract,110200,30,201000,18,Education,4500,633,0,3,6.0,41,Owned,None,2,1,5.0,0.15,0
West,Tier 2,Business owner,22400,38,122000,84,Personal,3700,591,0,3,6.4,51,Owned,Gold,0,3,17.1,0.45,0
West,Tier 2,Salaried,63100,44,62000,18,Consumer durable,17900,706,0,1,6.9,100,Rented,Property,1,0,28.9,0.08,0
Central,Tier 2,Self-employed,29600,28,277000,12,Home improvement,2000,812,0,3,7.2,65,Rented,None,1,0,14.2,0.78,0
North,Tier 2,Salaried,37000,26,187000,18,Two-wheeler,2800,813,0,1,10.0,69,Owned,Gold,3,1,10.2,0.42,0
Central,Tier 3/Rural,Salaried,41200,36,131000,18,Two-wheeler,5400,778,0,3,13.4,61,Rented,Property,2,0,14.8,0.26,0
West,Tier 2,Gig/Contract,104200,41,112000,24,Education,14100,736,0,1,8.1,97,Family owned,None,4,0,14.0,0.09,0
North,Tier 2,Self-employed,58200,51,179000,36,Home improvement,8900,626,0,1,5.9,38,Rented,Fixed deposit,1,1,16.1,0.26,0
East,Tier 1,Gig/Contract,52100,25,284000,36,Consumer durable,15200,734,0,0,3.1,89,Family owned,None,3,0,30.6,0.45,0
Central,Metro,Salaried,86100,33,169000,36,Two-wheeler,3000,689,1,1,6.2,40,Rented,Gold,3,1,4.0,0.16,0
South,Tier 2,Unemployed,29800,48,97000,12,Education,2300,619,0,1,7.9,39,Rented,None,0,2,10.3,0.27,0
Central,Metro,Unemployed,75900,56,201000,6,Business,4100,660,0,0,4.8,47,Rented,None,1,0,9.6,0.22,0
South,Tier 1,Self-employed,69300,26,412000,48,Two-wheeler,27800,676,0,0,8.9,65,Owned,Fixed deposit,3,0,41.3,0.5,0
West,Metro,Business owner,68800,29,215000,12,Education,3200,760,0,0,7.1,54,Owned,None,2,2,7.1,0.26,0
Northeast,Metro,Salaried,38700,40,218000,18,Personal,9200,510,1,0,3.5,53,Company provided,Fixed deposit,1,1,26.7,0.47,0
South,Tier 2,Gig/Contract,33200,30,169000,24,Personal,5700,709,0,2,3.9,50,Family owned,Gold,3,0,19.2,0.42,0
East,Tier 2,Business owner,26100,28,117000,36,Two-wheeler,600,731,0,3,10.9,51,Family owned,Property,1,2,3.5,0.37,0
South,Tier 1,Gig/Contract,27100,38,115000,12,Consumer durable,700,701,1,1,1.3,50,Owned,Fixed deposit,2,0,5.9,0.35,0
East,Metro,Gig/Contract,25500,51,71000,60,Two-wheeler,900,789,0,0,1.6,71,Owned,Gold,4,0,4.0,0.23,0
West,Tier 1,Self-employed,51600,23,450000,18,Personal,13200,669,1,0,2.7,56,Owned,Fixed deposit,1,2,30.2,0.73,0
North,Tier 1,Gig/Contract,37200,51,282000,84,Home improvement,5700,705,0,1,18.0,19,Family owned,Vehicle,0,0,16.2,0.63,0
South,Tier 2,Self-employed,53500,30,220000,18,Consumer durable,4500,900,0,1,7.3,66,Family owned,None,2,0,10.6,0.34,0
South,Tier 2,Salaried,55200,39,253000,36,Education,2900,831,0,1,3.8,80,Rented,Gold,2,0,6.5,0.38,0
North,Tier 2,Salaried,23600,52,261000,24,Personal,15100,702,0,2,7.3,62,Company provided,None,1,0,68.4,0.92,0
North,Tier 2,Gig/Contract,23200,39,130000,48,Business,12700,663,0,1,3.6,44,Owned,None,1,0,55.9,0.47,0
South,Tier 3/Rural,Self-employed,37200,33,169000,24,Two-wheeler,3800,799,0,3,5.8,80,Rented,None,2,0,12.0,0.38,0
North,Tier 2,Self-employed,27500,43,154000,48,Business,11900,647,0,3,4.1,42,Owned,None,3,1,44.4,0.47,0
North,Tier 2,Business owner,26000,34,1069000,36,Two-wheeler,8900,632,0,2,7.2,61,Owned,None,2,0,45.1,3.43,1
East,Tier 1,Self-employed,107200,41,406000,24,Personal,2600,716,0,1,5.0,67,Family owned,None,1,0,3.9,0.32,0
East,Metro,Salaried,18200,34,233000,12,Two-wheeler,6700,579,0,0,3.9,86,Family owned,Gold,1,0,46.9,1.07,0
East,Tier 3/Rural,Salaried,128400,45,508000,18,Business,6800,794,0,1,5.8,77,Owned,Gold,1,0,7.4,0.33,0
South,Tier 1,Self-employed,49500,22,468000,84,Two-wheeler,9000,783,0,0,4.4,71,Owned,Property,0,0,19.3,0.79,0
Central,Tier 1,Gig/Contract,72600,26,85000,60,Personal,4100,704,0,2,4.4,84,Rented,Fixed deposit,0,0,5.8,0.1,0
West,Tier 3/Rural,Self-employed,68000,22,181000,12,Education,5600,793,0,0,2.1,46,Owned,Property,3,1,10.3,0.22,0
North,Tier 2,Self-employed,59200,35,207000,12,Home improvement,12300,831,0,0,7.1,95,Rented,Gold,3,0,23.5,0.29,0
North,Metro,Gig/Contract,105200,21,311000,12,Personal,21200,627,0,0,21.4,12,Rented,None,1,0,22.5,0.25,0
West,Metro,Gig/Contract,23300,29,181000,12,Business,5300,745,0,2,6.0,93,Owned,Property,3,0,28.9,0.65,0
North,Metro,Business owner,38700,25,196000,18,Business,15300,615,0,2,4.6,52,Owned,None,2,2,42.2,0.42,0
West,Tier 2,Salaried,26400,51,155000,48,Two-wheeler,3400,686,0,3,4.7,74,Owned,None,2,0,14.0,0.49,0
Northeast,Metro,Gig/Contract,16600,26,413000,12,Consumer durable,5100,775,0,1,10.7,93,Family owned,None,3,1,50.4,2.07,0
North,Tier 3/Rural,Self-employed,29300,23,82000,60,Consumer durable,400,796,0,2,0.6,77,Rented,Gold,1,0,1.8,0.23,0
North,Tier 3/Rural,Salaried,118200,38,158000,84,Two-wheeler,45900,699,0,1,6.1,74,Rented,Gold,2,0,39.0,0.11,0
Northeast,Tier 2,Self-employed,38400,53,63000,18,Personal,19700,759,0,2,5.2,83,Owned,None,1,0,52.2,0.14,0
West,Tier 2,Gig/Contract,125600,35,107000,24,Two-wheeler,47000,653,0,2,5.0,40,Family owned,Vehicle,3,0,37.8,0.07,0
North,Tier 1,Self-employed,132900,36,257000,24,Personal,70600,692,0,0,5.7,43,Owned,None,1,0,53.9,0.16,0
Central,Metro,Gig/Contract,219100,49,260000,12,Business,59400,772,0,2,2.9,72,Owned,None,2,1,28.1,0.1,0
Central,Tier 2,Salaried,120300,45,170000,36,Consumer durable,14100,873,0,0,3.0,63,Family owned,None,1,1,12.1,0.12,0
West,Metro,Salaried,154300,40,434000,24,Medical,59200,843,0,1,1.9,61,Family owned,None,1,0,39.5,0.23,0
West,Metro,Salaried,50500,30,504000,12,Two-wheeler,1100,788,0,3,7.2,89,Owned,Vehicle,1,0,10.1,0.83,0
South,Tier 1,Salaried,47800,41,200000,60,Education,4800,615,1,0,0.8,88,Rented,None,2,1,10.7,0.35,1
North,Metro,Self-employed,49600,22,246000,18,Personal,2600,804,0,1,6.3,50,Company provided,None,1,0,7.9,0.41,0
West,Tier 1,Business owner,42200,30,156000,12,Business,3300,567,1,0,3.8,75,Owned,None,1,2,10.7,0.31,1
South,Tier 2,Gig/Contract,45800,50,314000,84,Personal,13500,508,1,1,2.8,39,Owned,Vehicle,0,0,30.3,0.57,1
West,Tier 3/Rural,Salaried,63800,49,96000,12,Consumer durable,8800,833,0,0,5.9,38,Rented,Fixed deposit,1,2,15.0,0.13,0
East,Tier 2,Salaried,32700,40,672000,6,Medical,5500,646,0,0,4.2,51,Owned,Gold,1,0,49.4,1.71,0
North,Tier 3/Rural,Salaried,19800,21,438000,12,Personal,3100,693,1,0,5.8,66,Rented,Gold,2,2,33.2,1.84,0
West,Tier 1,Self-employed,51500,24,96000,18,Business,2400,792,0,1,3.0,55,Rented,Property,1,0,5.6,0.16,0
North,Tier 3/Rural,Salaried,28800,29,125000,24,Business,8100,839,0,4,6.7,75,Rented,None,4,1,29.8,0.36,0
Central,Tier 2,Self-employed,30500,34,275000,36,Home improvement,4100,793,0,0,5.1,67,Rented,None,2,0,15.8,0.75,0
South,Tier 1,Gig/Contract,39000,23,168000,18,Education,15200,673,0,0,8.7,87,Rented,None,0,0,41.2,0.36,0
West,Tier 3/Rural,Self-employed,34400,34,298000,24,Personal,7800,805,0,2,2.1,77,Family owned,None,3,0,26.1,0.72,0
West,Tier 1,Salaried,77700,54,165000,6,Business,12100,655,0,3,4.2,48,Owned,None,0,1,18.9,0.18,0
South,Metro,Salaried,38500,40,563000,24,Personal,6000,651,0,1,3.9,83,Owned,None,3,0,21.4,1.22,0
West,Tier 1,Self-employed,79900,38,210000,60,Business,33500,507,0,1,7.7,51,Rented,None,1,3,42.3,0.22,0
East,Tier 1,Self-employed,47300,26,1008000,48,Personal,18400,691,0,0,9.9,74,Owned,None,0,1,43.1,1.78,0
West,Tier 1,Salaried,40200,21,309000,36,Business,13600,601,0,2,6.1,58,Owned,None,4,0,35.9,0.64,0
East,Tier 2,Business owner,46000,24,87000,18,Medical,3200,832,0,0,5.0,91,Rented,None,2,0,8.0,0.16,0
Northeast,Tier 3/Rural,Self-employed,20700,21,811000,24,Personal,9500,621,0,3,8.7,80,Family owned,Property,3,1,61.4,3.26,1
South,Tier 1,Self-employed,50800,37,427000,48,Two-wheeler,700,499,1,0,4.5,55,Owned,Gold,1,4,3.0,0.7,0
West,Tier 2,Salaried,67300,40,268000,60,Home improvement,9500,703,0,3,13.3,60,Family owned,None,1,0,14.7,0.33,0
North,Tier 1,Salaried,72800,26,318000,36,Personal,8300,737,0,1,3.4,100,Family owned,None,1,0,12.6,0.36,0
East,Tier 3/Rural,Salaried,20100,37,96000,24,Business,1400,550,1,1,1.2,44,Rented,None,1,0,8.9,0.4,0
West,Metro,Salaried,18300,51,65000,6,Business,4700,795,0,2,2.1,54,Owned,None,3,0,31.3,0.3,0
South,Metro,Self-employed,31400,56,203000,12,Two-wheeler,3500,666,0,1,4.3,55,Family owned,None,0,2,16.3,0.54,0
North,Tier 2,Self-employed,90400,44,512000,6,Medical,21500,727,0,3,17.0,46,Owned,None,2,0,32.8,0.47,0
Central,Tier 2,Business owner,47600,34,270000,18,Education,7900,686,0,0,3.0,48,Family owned,Vehicle,1,0,19.6,0.47,0
South,Tier 3/Rural,Business owner,27600,43,635000,6,Business,4000,766,0,2,13.2,65,Family owned,Vehicle,2,1,50.9,1.92,0
West,Tier 2,Salaried,19000,50,493000,24,Personal,3900,749,1,0,6.0,76,Owned,Vehicle,1,1,30.8,2.16,1
North,Tier 2,Salaried,29000,21,212000,36,Personal,7800,900,0,0,2.9,38,Family owned,Gold,1,1,28.8,0.61,0
Northeast,Tier 1,Gig/Contract,27900,51,451000,36,Personal,10800,555,0,2,4.6,58,Rented,Vehicle,2,3,43.0,1.35,0
North,Metro,Unemployed,70600,31,562000,24,Consumer durable,2100,650,0,0,9.2,53,Rented,Vehicle,2,1,6.1,0.66,0
North,Metro,Business owner,73600,31,198000,12,Medical,900,592,0,1,4.9,46,Rented,Property,4,0,3.4,0.22,0
Central,Metro,Salaried,23700,32,182000,24,Home improvement,2000,800,0,0,3.0,85,Rented,Vehicle,1,0,11.5,0.64,0
Central,Tier 1,Salaried,63800,39,229000,84,Personal,7400,633,0,1,4.4,53,Family owned,Vehicle,2,0,12.0,0.3,0
North,Tier 2,Salaried,60400,25,44000,24,Education,6200,774,0,0,10.4,42,Family owned,Vehicle,1,0,10.6,0.06,0
South,Tier 1,Gig/Contract,22100,33,251000,48,Home improvement,3500,835,0,0,19.9,83,Owned,Gold,2,0,18.1,0.95,0
East,Tier 2,Self-employed,40300,41,334000,24,Business,19100,683,0,0,8.9,90,Rented,None,1,1,50.7,0.69,0
Central,Tier 2,Self-employed,50900,38,230000,36,Personal,14900,658,0,0,13.8,71,Rented,None,0,0,30.5,0.38,0
South,Tier 2,Self-employed,46200,40,261000,24,Consumer durable,5600,771,0,0,8.8,50,Rented,None,2,2,14.4,0.47,0
West,Tier 2,Salaried,16500,33,203000,36,Personal,4100,781,0,0,8.8,62,Rented,None,0,0,28.1,1.03,0
East,Tier 1,Self-employed,45300,43,57000,60,Personal,4700,520,1,2,7.7,55,Rented,None,0,1,10.6,0.1,0
East,Tier 1,Salaried,59900,47,616000,24,Consumer durable,4800,738,0,1,6.9,66,Family owned,None,3,0,12.1,0.86,0
East,Tier 2,Self-employed,100600,46,165000,36,Education,1100,660,0,1,3.5,80,Owned,None,3,0,1.5,0.14,0
West,Tier 2,Gig/Contract,29200,40,140000,60,Two-wheeler,2100,808,0,0,5.7,67,Owned,Fixed deposit,2,0,8.0,0.4,0
North,Tier 1,Self-employed,31300,45,505000,48,Business,6000,737,0,1,8.9,67,Rented,None,0,0,22.4,1.34,0
Central,Tier 1,Salaried,37600,45,395000,6,Consumer durable,12000,843,0,0,6.9,58,Owned,None,1,0,48.5,0.88,0
Central,Tier 2,Gig/Contract,49500,63,250000,6,Personal,8100,534,1,1,1.9,79,Owned,None,1,0,24.4,0.42,0
East,Tier 2,Gig/Contract,44500,48,345000,60,Home improvement,19600,720,0,0,10.4,74,Owned,None,2,0,45.3,0.65,0
North,Metro,Salaried,58800,35,99000,36,Two-wheeler,29100,752,0,0,7.9,34,Rented,Gold,3,0,49.9,0.14,0
North,Tier 1,Salaried,22700,27,198000,60,Personal,5400,621,1,1,10.0,35,Company provided,Gold,1,2,25.2,0.73,1
East,Tier 3/Rural,Self-employed,52500,33,485000,18,Education,12700,668,0,0,2.9,61,Rented,None,1,0,29.1,0.77,0
North,Metro,Salaried,28100,33,135000,48,Business,1600,527,0,1,1.9,84,Owned,None,1,1,6.6,0.4,0
Northeast,Tier 3/Rural,Salaried,39000,41,109000,48,Personal,2800,775,0,1,4.9,88,Family owned,None,2,0,7.7,0.23,0
South,Metro,Salaried,107900,29,220000,48,Two-wheeler,14700,743,0,0,7.1,81,Owned,Gold,1,1,14.0,0.17,0
East,Tier 2,Salaried,19600,48,223000,36,Business,2100,691,0,3,12.6,64,Company provided,Property,2,0,13.7,0.95,0
Central,Tier 1,Self-employed,36200,22,318000,12,Business,10900,729,0,2,6.6,93,Rented,Property,2,0,37.1,0.73,0
South,Metro,Self-employed,20900,21,85000,36,Home improvement,2400,640,0,3,15.7,54,Owned,None,0,0,12.6,0.34,0
South,Tier 3/Rural,Salaried,45900,35,40000,36,Medical,2100,596,0,5,4.2,61,Rented,Vehicle,3,0,4.8,0.07,0
West,Tier 1,Gig/Contract,75100,28,380000,18,Two-wheeler,7300,806,0,3,7.6,41,Rented,Vehicle,3,0,12.4,0.42,0
West,Tier 3/Rural,Salaried,46300,23,103000,12,Education,9600,778,0,2,1.6,61,Family owned,Property,2,0,22.5,0.19,0
South,Tier 1,Salaried,39600,30,141000,60,Education,21100,627,0,3,9.3,51,Owned,None,0,0,53.8,0.3,0
West,Tier 3/Rural,Salaried,87600,28,51000,12,Business,34600,900,0,1,12.1,95,Family owned,None,0,0,40.0,0.05,0
Central,Tier 3/Rural,Gig/Contract,50600,36,406000,24,Personal,20700,632,0,2,6.9,91,Family owned,None,0,0,44.1,0.67,0
South,Tier 2,Business owner,66200,30,262000,36,Two-wheeler,8200,764,0,1,2.5,68,Family owned,None,1,0,13.4,0.33,0
North,Metro,Self-employed,62500,31,256000,84,Personal,7700,753,0,3,5.7,75,Family owned,Gold,1,0,12.8,0.34,0
South,Tier 2,Salaried,12000,36,255000,36,Two-wheeler,800,587,0,2,4.1,56,Owned,None,3,1,12.3,1.77,0
South,Tier 2,Salaried,40500,46,55000,18,Consumer durable,11800,585,1,3,4.5,21,Rented,None,1,2,29.9,0.11,1
North,Tier 3/Rural,Salaried,23300,51,110000,6,Business,1100,739,0,1,5.6,53,Family owned,Vehicle,1,0,12.2,0.39,0
North,Tier 1,Business owner,26700,37,156000,18,Education,4700,676,0,1,2.4,80,Rented,None,3,0,20.7,0.49,0
West,Tier 1,Salaried,94900,38,128000,18,Business,5400,796,0,0,6.5,75,Owned,Fixed deposit,2,2,6.4,0.11,0
South,Metro,Unemployed,34300,34,175000,48,Business,8500,661,0,1,4.3,60,Owned,Vehicle,1,2,25.8,0.43,0
Northeast,Tier 2,Self-employed,119500,41,245000,24,Education,47800,793,0,0,7.3,80,Owned,Property,4,1,40.8,0.17,0
South,Tier 3/Rural,Self-employed,19500,40,402000,12,Education,2100,737,0,1,7.3,59,Family owned,Vehicle,1,0,27.1,1.72,0
North,Metro,Business owner,23200,49,80000,48,Business,3500,708,0,0,2.9,46,Rented,None,2,1,15.8,0.29,0
East,Tier 2,Salaried,64200,21,208000,6,Personal,13700,722,0,0,4.7,80,Rented,None,1,0,26.5,0.27,0
Central,Tier 3/Rural,Gig/Contract,35000,34,332000,6,Business,8700,747,0,0,4.6,56,Company provided,Property,2,0,39.9,0.79,0
South,Metro,Salaried,50000,39,115000,24,Business,18400,669,0,0,5.5,85,Owned,None,3,0,37.7,0.19,0
North,Metro,Business owner,39700,36,184000,6,Home improvement,9800,550,0,1,11.3,31,Family owned,None,2,0,32.0,0.39,0
North,Tier 2,Self-employed,39000,27,283000,12,Consumer durable,3000,837,0,1,3.7,57,Owned,Gold,1,0,13.4,0.6,0
West,Tier 2,Salaried,35700,23,211000,84,Home improvement,6000,723,0,3,4.7,78,Owned,None,4,0,17.5,0.49,0
South,Metro,Business owner,46600,44,324000,48,Education,6800,785,0,1,7.4,76,Owned,None,2,0,16.0,0.58,0
South,Tier 3/Rural,Salaried,60000,28,222000,36,Personal,13600,677,0,1,5.9,63,Owned,None,3,0,23.6,0.31,0
